timestamp,total_power
2023-06-11 03:02:37,50.59643708198414
2023-06-11 03:02:38,49.219932963810336
2023-06-11 03:02:39,50.73719514196642
2023-06-11 03:02:40,51.42776377712658
2023-06-11 03:02:41,48.44632619205031
2023-06-11 03:02:42,50.44734966599142
2023-06-11 03:02:43,49.885472345678224
2023-06-11 03:02:44,49.697322915247206
2023-06-11 03:02:45,49.512235734303935
2023-06-11 03:02:46,49.90562057205216
2023-06-11 03:02:47,50.555592343975434
2023-06-11 03:02:48,8.501581344697765
2023-06-11 03:02:49,14.013602692483834
2023-06-11 03:02:50,11.23809044906563
2023-06-11 03:02:51,11.972656365809886
2023-06-11 03:02:52,50.10824190990847
2023-06-11 03:02:53,50.331716632731585
2023-06-11 03:02:55,12.405233657672978
2023-06-11 03:02:56,50.12388445065069
2023-06-11 03:02:57,49.66756126350739
2023-06-11 03:02:58,10.196864616337477
2023-06-11 03:02:59,47.83418305967838
2023-06-11 03:03:00,49.837011454893805
2023-06-11 03:03:01,10.355819667962475
2023-06-11 03:03:02,12.279180838834623
2023-06-11 03:03:03,49.42010803036406
2023-06-11 03:03:04,49.45753157446655
2023-06-11 03:03:05,9.822488539099155
2023-06-11 03:03:06,52.62382263019656
2023-06-11 03:03:07,62.761386477851076
2023-06-11 03:03:08,59.151433376264514
2023-06-11 03:03:09,64.28756018566804
2023-06-11 03:03:10,61.05406393268494
2023-06-11 03:03:11,62.2585401795811
2023-06-11 03:03:12,60.79540797789902
2023-06-11 03:03:13,56.53557915475636
2023-06-11 03:03:14,57.75469793839434
2023-06-11 03:03:15,53.39775053230148
2023-06-11 03:03:17,50.66696056550924
2023-06-11 03:03:18,52.58619774593501
2023-06-11 03:03:19,30.46631464066747
2023-06-11 03:03:20,27.33934474748495
2023-06-11 03:03:21,54.984213913546164
2023-06-11 03:03:22,51.82714810583398
2023-06-11 03:03:23,35.1737860454329
2023-06-11 03:03:24,47.34902076544018
2023-06-11 03:03:25,51.798079728359376
2023-06-11 03:03:26,49.92529472533059
2023-06-11 03:03:27,50.941988474794385
2023-06-11 03:03:28,50.2212231872055
2023-06-11 03:03:29,55.84970452182788
2023-06-11 03:03:30,58.375475539042526
2023-06-11 03:03:31,60.60473410871622
2023-06-11 03:03:32,56.40235194590794
2023-06-11 03:03:33,38.15537637563906
2023-06-11 03:03:34,37.80370347206658
2023-06-11 03:03:35,51.15860964425026
2023-06-11 03:03:36,26.348815496492833
2023-06-11 03:03:38,52.6884571652437
2023-06-11 03:03:39,50.936777505952676
2023-06-11 03:03:40,53.53377540347658
2023-06-11 03:03:41,54.519683013793106
2023-06-11 03:03:42,52.352631671302724
2023-06-11 03:03:43,52.8518274793717
2023-06-11 03:03:44,48.51928662157424
2023-06-11 03:03:45,52.3091515088833
2023-06-11 03:03:46,50.705962340211364
2023-06-11 03:03:47,50.21077592249279
2023-06-11 03:03:48,48.543716473312685
2023-06-11 03:03:49,49.882016313537704
2023-06-11 03:03:50,52.024819520059175
2023-06-11 03:03:51,58.511726321882904
2023-06-11 03:03:52,56.09833018798095
2023-06-11 03:03:53,59.61165089486133
2023-06-11 03:03:54,55.22808709830728
2023-06-11 03:03:55,55.60161234787271
2023-06-11 03:03:56,50.239156911422306
2023-06-11 03:03:57,56.45693097227991
2023-06-11 03:03:59,49.3229720622137
2023-06-11 03:04:00,40.848212078854004
2023-06-11 03:04:01,52.96526904500514
2023-06-11 03:04:02,70.65274825618953
2023-06-11 03:04:03,61.938682501183436
2023-06-11 03:04:04,60.271200666629305
2023-06-11 03:04:05,61.81152973826472
2023-06-11 03:04:06,60.95531762643411
2023-06-11 03:04:07,57.124805091240354
2023-06-11 03:04:08,28.431402404150315
2023-06-11 03:04:09,31.840817306640275
2023-06-11 03:04:10,53.2092424954104
2023-06-11 03:04:11,48.3938450176579
2023-06-11 03:04:12,51.42045908123987
2023-06-11 03:04:13,56.22222328783658
2023-06-11 03:04:15,58.5794119962853
2023-06-11 03:04:16,53.22349032814891
2023-06-11 03:04:17,59.907443224598104
2023-06-11 03:04:18,56.94476784871347
2023-06-11 03:04:19,55.08487300428817
2023-06-11 03:04:20,53.267723423622535
2023-06-11 03:04:21,52.7368595890406
2023-06-11 03:04:22,22.75394092830439
2023-06-11 03:04:23,56.714059505100224
2023-06-11 03:04:24,56.150852086555
2023-06-11 03:04:25,57.020825944763594
2023-06-11 03:04:26,55.315080327317524
2023-06-11 03:04:27,39.65729377346686
2023-06-11 03:04:28,24.30760589712795
2023-06-11 03:04:29,53.68732769247041
2023-06-11 03:04:30,53.1970631382401
2023-06-11 03:04:31,54.521795316222196
2023-06-11 03:04:32,19.059049880731845
2023-06-11 03:04:34,52.86978824248499
2023-06-11 03:04:35,53.07715226758952
