,timestamp,power
0,2023-06-10 20:45:25,151.1
1,2023-06-10 20:45:26,151.9
2,2023-06-10 20:45:27,152.6
3,2023-06-10 20:45:28,153.3
4,2023-06-10 20:45:29,153.89999999999998
5,2023-06-10 20:45:30,154.1
6,2023-06-10 20:45:31,154.4
7,2023-06-10 20:45:32,154.60000000000002
8,2023-06-10 20:45:33,155.0
9,2023-06-10 20:45:34,155.39999999999998
10,2023-06-10 20:45:35,149.39999999999998
11,2023-06-10 20:45:36,143.5
12,2023-06-10 20:45:37,149.60000000000002
13,2023-06-10 20:45:38,174.1
14,2023-06-10 20:45:39,190.2
15,2023-06-10 20:45:40,204.1
16,2023-06-10 20:45:41,210.8
17,2023-06-10 20:45:42,217.39999999999998
18,2023-06-10 20:45:43,191.7
19,2023-06-10 20:45:44,191.4
20,2023-06-10 20:45:45,191.2
21,2023-06-10 20:45:46,191.3
22,2023-06-10 20:45:47,191.3
23,2023-06-10 20:45:48,191.3
24,2023-06-10 20:45:49,192.0
25,2023-06-10 20:45:50,192.7
26,2023-06-10 20:45:51,198.9
27,2023-06-10 20:45:52,199.4
28,2023-06-10 20:45:53,199.9
29,2023-06-10 20:45:54,200.1
30,2023-06-10 20:45:55,200.2
31,2023-06-10 20:45:56,200.3
32,2023-06-10 20:45:57,200.60000000000002
33,2023-06-10 20:45:58,200.8
34,2023-06-10 20:45:59,200.5
35,2023-06-10 20:46:00,200.0
36,2023-06-10 20:46:01,199.7
37,2023-06-10 20:46:02,198.7
38,2023-06-10 20:46:03,198.0
39,2023-06-10 20:46:04,198.3
40,2023-06-10 20:46:05,198.2
41,2023-06-10 20:46:06,197.7
42,2023-06-10 20:46:07,197.60000000000002
43,2023-06-10 20:46:08,197.7
44,2023-06-10 20:46:09,198.2
45,2023-06-10 20:46:10,198.89999999999998
46,2023-06-10 20:46:11,199.2
47,2023-06-10 20:46:12,199.1
48,2023-06-10 20:46:13,198.2
49,2023-06-10 20:46:14,197.5
50,2023-06-10 20:46:15,197.0
51,2023-06-10 20:46:16,197.3
52,2023-06-10 20:46:17,196.89999999999998
53,2023-06-10 20:46:18,196.0
54,2023-06-10 20:46:19,195.4
55,2023-06-10 20:46:20,194.89999999999998
56,2023-06-10 20:46:21,194.6
57,2023-06-10 20:46:22,194.8
58,2023-06-10 20:46:23,195.10000000000002
59,2023-06-10 20:46:24,194.6
60,2023-06-10 20:46:25,194.4
61,2023-06-10 20:46:26,194.4
62,2023-06-10 20:46:27,194.3
63,2023-06-10 20:46:28,195.0
64,2023-06-10 20:46:29,195.4
65,2023-06-10 20:46:30,211.9
66,2023-06-10 20:46:31,212.5
67,2023-06-10 20:46:32,223.9
68,2023-06-10 20:46:33,224.2
69,2023-06-10 20:46:34,224.89999999999998
70,2023-06-10 20:46:35,225.5
71,2023-06-10 20:46:36,225.5
72,2023-06-10 20:46:37,225.4
73,2023-06-10 20:46:38,225.5
74,2023-06-10 20:46:39,225.5
75,2023-06-10 20:46:40,225.5
76,2023-06-10 20:46:41,225.3
77,2023-06-10 20:46:42,224.8
78,2023-06-10 20:46:43,224.5
79,2023-06-10 20:46:44,223.9
80,2023-06-10 20:46:45,224.2
81,2023-06-10 20:46:46,224.7
